@relation 'House Price India-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute id numeric
@attribute 'number of bathrooms' numeric
@attribute 'living area' numeric
@attribute 'number of views' numeric
@attribute 'grade of the house' numeric
@attribute 'Area of the house(excluding basement)' numeric
@attribute 'Area of the basement' numeric
@attribute 'Renovation Year' numeric
@attribute living_area_renov numeric
@attribute Price numeric

@data
6762816695,2.5,2330,0,9,2330,0,0,2930,585000
6762817120,2.5,2650,0,8,2650,0,0,2650,569995
6762817308,2.75,3370,0,9,3370,0,0,3010,561000
6762817344,2.5,2780,0,9,2780,0,0,2780,560000
6762817626,1.75,2030,4,9,1730,300,0,2320,550000
6762818145,3,2640,0,9,2640,0,0,2680,535000
6762818575,1,1150,0,7,1150,0,0,1490,522000
6762818824,2.25,2200,0,8,2200,0,0,2400,512500
6762818867,1.75,1920,0,7,1340,580,0,2540,510000
6762818868,2.5,2300,0,9,2300,0,0,2480,510000
6762818933,3,2130,0,7,1570,560,0,1638,509000
6762819127,2,1550,0,8,1550,0,0,1440,500000
6762819242,1.75,1340,0,7,1090,250,0,1550,499950
6762819332,3.5,3090,2,9,2020,1070,0,2180,496000
6762819493,2.25,1630,2,7,1230,400,0,1550,490000
6762819554,2.5,2400,0,9,2400,0,0,2980,489950
6762819888,2,2090,1,7,2090,0,1985,1600,477500
6762820141,2.5,2280,0,8,2280,0,0,2640,470000
6762820462,1.75,1400,0,8,700,700,2006,1370,460000
6762820834,2.5,3236,0,10,3236,0,0,3236,450000
6762820977,2.5,1460,0,8,1160,300,0,1460,449000
6762821254,2.5,2400,0,8,2400,0,0,2040,440000
6762821486,2.5,1700,0,7,850,850,0,1380,435000
6762821487,2.5,1730,0,8,1730,0,0,1730,435000
6762821488,1.5,901,0,7,901,0,0,1138,435000
6762822253,2.5,1710,0,8,1510,200,0,1610,416000
6762822570,1.75,1970,0,7,1590,380,0,1790,408000
6762824895,1.5,1070,0,8,1070,0,0,1100,350000
6762825015,2.5,2240,0,8,2240,0,0,2190,349950
6762825236,2,1300,0,8,1300,0,0,1640,344000
6762825343,2.5,2360,0,8,2360,0,0,2280,340000
6762825344,2.5,1400,0,7,1200,200,0,1440,340000
6762826147,1.5,1210,0,7,1210,0,0,980,324950
6762827377,2.5,1660,0,7,1150,510,0,1250,295000
6762827953,2.25,1610,0,7,1610,0,0,1720,280000
6762828085,2,800,0,6,800,0,0,1160,278750
6762828643,1.5,1400,0,7,1110,290,0,1690,265000
6762829241,1,670,0,6,670,0,0,870,250000
6762829242,2.5,2040,0,7,2040,0,0,1570,250000
6762829360,2,1090,0,7,1090,0,0,1078,249000
6762829830,1,1020,0,6,780,240,0,1330,235000
6762830870,1.5,1160,0,7,1160,0,0,1160,199000
6762830901,1,880,0,7,880,0,0,880,196000
6762811767,1.75,3100,1,9,3100,0,0,3480,950000
6762817073,2,1270,0,7,1270,0,0,1440,570000
6762821334,1,1360,0,7,1360,0,0,1530,439500
6762824084,1.5,1690,0,7,1430,260,0,1930,370000
6762827378,1.75,1560,0,8,1560,0,2000,1000,295000
6762814675,2.5,2620,0,9,2620,0,0,2430,683000
6762816321,2.5,2230,0,7,1180,1050,0,1860,600000
6762817345,2,1680,0,8,1680,0,0,1680,560000
6762825345,1.75,1900,0,7,1900,0,0,1420,340000
6762810331,3.5,5440,0,12,5440,0,0,4830,1770000
6762810865,2.5,3060,0,10,3060,0,0,3060,1270000
6762810985,3.5,3590,2,9,3140,450,0,2100,1210000
6762811120,2.25,3740,0,9,1870,1870,0,2610,1150000
6762811791,3.75,4120,0,10,4120,0,0,3730,949950
6762811818,3,2720,0,9,2720,0,0,2640,940000
6762811874,3.25,2950,0,9,2450,500,0,1930,930000
6762812324,2.5,2490,0,8,1610,880,0,2290,868500
6762812877,3,3990,0,9,3990,0,0,3370,810000
6762813065,1,1980,0,8,1980,0,0,1380,796000
6762813265,2.5,1580,1,9,1580,0,0,1610,779000
6762813411,1.75,2230,0,8,1530,700,0,1970,766500
6762813427,1,2520,0,8,1820,700,0,2350,765000
6762813949,3.25,2250,0,9,2250,0,0,2760,729000
6762814501,3,3290,0,7,1870,1420,0,1970,695000
6762814612,1.75,2450,2,8,1540,910,0,2520,687500
6762814778,1.75,1300,3,8,880,420,0,2440,676500
6762814819,2.25,2260,0,8,1530,730,0,2220,675000
6762814990,2.5,2630,0,9,2630,0,0,2640,665000
6762814991,2.5,2080,2,8,1220,860,0,2090,665000
6762815585,1.75,2940,2,8,1590,1350,0,2880,635000
6762815676,2.5,2320,0,9,2320,0,0,2610,630000
6762815847,2.5,2510,0,7,1910,600,0,2510,624000
6762816007,1.75,1920,0,7,1070,850,0,2280,615000
6762816008,3.5,2950,3,9,2350,600,0,2950,615000
6762816661,2.25,2130,0,8,2130,0,0,2110,586000
6762816952,2.25,2060,0,8,2060,0,0,2360,575000
6762817074,3.5,1460,0,8,1150,310,0,1460,570000
6762817075,1.75,2870,2,8,1770,1100,0,2960,570000
6762817346,1.5,1790,0,7,1020,770,0,1680,560000
6762817627,2.75,1960,0,8,1240,720,0,2040,550000
6762817974,2.25,2100,4,8,1470,630,0,2410,540000
6762818075,1.75,2230,0,7,2230,0,0,2230,537000
6762818453,2,1600,0,7,1600,0,0,1850,525000
6762818454,2.5,1740,0,8,1120,620,0,1750,525000
6762819128,1.75,2420,1,8,2420,0,0,2970,500000
6762819276,1.75,2040,0,7,2040,0,0,1850,499000
6762819426,2.75,1720,0,7,1270,450,0,1690,493000
6762819650,2.5,2270,2,8,2270,0,0,2550,485000
6762819974,2.5,3150,0,9,3150,0,0,3100,475000
6762820532,2.5,1240,0,8,1240,0,0,1240,459000
6762820561,1.75,990,0,6,990,0,0,840,458000
6762820705,1,1210,0,7,1210,0,0,1700,453000
6762820835,2.5,2790,0,9,2790,0,0,2550,450000
6762820836,2,1510,0,8,1510,0,0,1440,450000
6762820837,1.5,1440,0,7,1140,300,0,1590,450000
6762821255,2.5,2230,0,7,2230,0,0,2230,440000
6762821256,3.5,3180,0,8,2390,790,0,2850,440000
6762821489,1.75,1910,0,9,1910,0,0,2580,435000
6762821552,1.75,1930,0,7,1110,820,0,1870,434500
6762821670,3,3880,0,7,3880,0,0,2620,430000
6762822045,1.5,1400,0,7,1400,0,0,1220,421000
6762822850,1,1060,0,7,1060,0,0,1920,400000
6762823086,1.75,2340,0,6,1200,1140,0,860,396000
6762823224,3.75,2220,0,6,1330,890,0,1490,392000
6762823280,1,1280,0,7,940,340,0,1360,390000
6762823554,2.75,3220,0,9,3220,0,0,2876,384000
6762824540,2.5,2430,0,8,1730,700,0,2160,359000
6762824665,1,1360,0,7,1360,0,0,1490,355000
6762824896,1,1280,0,7,1140,140,0,1050,350000
6762825595,1.75,1270,0,7,1270,0,0,1490,335000
6762825651,1.75,1880,0,7,1880,0,0,1900,334950
6762825794,2.5,3597,0,7,3597,0,0,3193,330000
6762826832,1,980,0,7,980,0,0,1220,307500
6762826871,1.75,1980,0,7,1980,0,0,1630,306000
6762827033,2.5,1740,0,7,1740,0,0,1720,302000
6762827125,2.25,1740,0,8,1740,0,0,1680,300000
6762827205,1,800,0,6,800,0,0,1640,299950
6762827461,2.5,1690,0,7,1690,0,0,2610,293000
6762827652,2.25,1930,0,8,1930,0,0,1930,289000
6762829640,2,1300,0,7,1300,0,0,1630,240000
6762830043,1.75,1550,0,7,1550,0,0,1500,229900
6762830152,2,2220,0,7,1200,1020,0,1300,225000
6762830876,1,1210,0,7,1210,0,0,2250,198900
6762831458,2,1080,0,7,1080,0,0,1410,147400
6762831571,1,640,0,5,640,0,0,1090,110000
6762831608,1,830,0,6,830,0,0,1160,85000
6762810281,2.5,3280,3,11,3280,0,0,3530,1880000
6762811121,3.25,3780,1,11,2650,1130,0,3850,1150000
6762811195,2.5,3320,3,10,3320,0,0,2870,1110000
6762811196,3,2770,0,9,2180,590,0,1820,1110000
6762811604,1.75,2120,0,8,1920,200,0,2300,980000
6762811724,3,2370,0,9,1750,620,2008,1690,957000
6762812213,3.5,2800,0,9,1890,910,2002,2370,880000
6762812628,2,1570,0,8,1570,0,0,1760,835000
6762812815,1.5,1180,0,8,1180,0,0,1660,816000
6762812958,2.25,2170,0,8,2170,0,0,1700,802000
6762812987,2.5,3320,0,9,3320,0,0,3320,800000
6762813710,2.5,1710,0,9,1440,270,2014,2140,749000
6762813860,2.5,3020,0,8,1510,1510,0,2400,735000
6762814086,1.75,2620,0,9,2620,0,0,2230,720000
6762814114,2,3110,0,7,1560,1550,0,1720,719000
6762814820,2.75,2240,0,8,1460,780,0,2360,675000
6762815490,2.75,2100,0,8,1720,380,0,2390,640000
6762815586,3.25,3710,0,8,2510,1200,0,1720,635000
6762815855,2.5,2980,0,8,1690,1290,0,2690,623000
6762816640,1.5,1780,0,8,1780,0,0,1380,588000
6762816696,3.5,1700,0,8,1260,440,0,1360,585000
6762816884,1.75,2120,2,8,1540,580,0,2460,578000
6762817347,1.75,1740,0,8,1740,0,0,2180,560000
6762817467,1.75,2350,2,8,1350,1000,0,2060,555000
6762817628,2.5,2080,0,8,2080,0,0,2210,550000
6762817629,1.5,1300,0,7,990,310,0,1700,550000
6762817630,0.75,1040,0,7,930,110,0,1700,550000
6762818279,2.5,3020,0,7,3020,0,0,2640,530000
6762818923,2.5,1970,0,8,1970,0,0,1800,509950
6762819129,1.5,1330,2,7,1330,0,0,1360,500000
6762819651,2,1510,0,8,1510,0,0,1510,485000
6762820463,2,1860,0,7,1320,540,0,1830,460000
6762820722,2.25,2550,0,7,1560,990,0,2440,452250
6762820838,1.75,1850,0,7,880,970,0,1450,450000
6762820839,1.75,1830,2,7,1010,820,0,1200,450000
6762821086,1.75,1850,0,7,1280,570,0,1790,445000
6762821257,2.25,1760,0,7,1330,430,0,1150,440000
6762821671,2.75,2600,0,7,1350,1250,0,2260,430000
6762821774,2,1350,0,8,1350,0,0,1660,428000
6762821807,2.5,2050,0,7,2050,0,0,2050,427000
6762821824,2.25,2120,0,7,1490,630,0,1890,426000
6762821888,1,970,0,7,970,0,0,1670,425000
6762821889,3.25,1410,0,8,1410,0,0,1410,425000
6762821890,1,1080,0,6,1080,0,0,1200,425000
6762822089,2.25,3070,0,9,2730,340,0,1560,420000
6762822154,2.25,2280,0,7,1680,600,0,1890,419950
6762822851,2,1350,0,7,1350,0,0,1050,400000
6762822852,2.5,2150,0,8,2150,0,0,2260,400000
6762823494,1,1010,0,6,1010,0,0,1040,385000
6762823663,1.75,1790,0,8,1790,0,0,1790,380000
6762823757,1,930,0,7,930,0,0,1050,379000
6762824273,1,680,0,6,680,0,0,1610,365000
6762824439,2.25,1930,0,8,1930,0,0,2170,360000
6762824440,2.5,2130,0,7,1330,800,0,1840,360000
6762824618,2.25,2280,0,8,2280,0,0,1920,356000
6762824761,2.75,2170,0,7,2170,0,0,2170,353000
6762824897,2.75,3070,1,7,2360,710,1986,2570,350000
6762825069,2.5,2720,0,8,2120,600,0,2340,348000
6762825465,1.75,1320,0,7,1320,0,0,1320,338995
6762825693,1,1620,0,7,1120,500,0,1790,333000
6762825694,1.75,1880,0,8,1880,0,0,1880,333000
6762825795,1,1570,0,7,1570,0,0,1380,330000
6762825891,1.75,1670,0,7,1670,0,0,1990,329900
6762826231,2.5,2430,0,8,2430,0,0,2100,321000
6762826355,2.5,1980,0,8,1980,0,0,2050,319950
6762826409,2.5,1980,0,7,1980,0,0,2200,317950
6762826492,1,1390,0,7,1390,0,0,1320,315000
6762826640,2,1890,0,7,1890,0,0,1600,312000
6762826711,1,1030,0,7,1030,0,0,1250,310000
6762827653,1,780,0,7,780,0,0,1100,289000
6762827786,1.5,1380,0,7,1380,0,0,1600,285000
6762827954,3,2400,0,7,2400,0,0,2060,280000
6762828062,2.5,2040,0,7,2040,0,0,2040,279000
6762828326,1.75,1540,0,7,1160,380,0,1540,272500
6762828418,1.5,1380,0,6,1380,0,0,3130,270000
6762828508,2.5,1730,0,7,1360,370,0,1730,269000
6762828720,1,710,0,6,710,0,0,900,264000
6762828831,2.75,2250,0,8,1320,930,0,1800,260000
6762829573,1,1500,0,6,1500,0,0,1730,243000
6762829592,1,970,0,7,970,0,0,1110,242000
6762829831,1.75,1380,0,7,1380,0,0,1380,235000
6762829878,2.5,1960,0,7,1220,740,0,2030,234500
6762829980,1,1190,0,7,1190,0,0,1190,230000
6762830078,1,1190,0,7,1190,0,0,1190,228000
6762830153,1.75,1610,0,7,1100,510,0,1510,225000
6762830345,2,1310,0,6,1310,0,0,1310,219000
6762830487,1.5,1150,0,7,1150,0,0,1630,213500
6762830611,1,1030,0,5,1030,0,0,1330,209900
6762831154,1,680,0,6,680,0,0,1240,179900
6762831267,1,1180,0,7,1180,0,0,1220,169950
6762831268,1,910,0,5,910,0,0,1400,169900
6762831393,1,810,0,7,810,0,0,1180,155000
6762831555,1,790,0,6,790,0,0,810,118125
6762810078,3.25,4580,3,11,3080,1500,0,3540,2900000
6762810454,2.5,2980,4,8,1800,1180,0,2340,1600000
6762811094,2.5,2790,0,10,1930,860,2000,2320,1160000
6762811224,3.25,3560,0,8,2760,800,0,3210,1100000
6762811561,2.75,2500,0,9,2370,130,0,2090,990000
6762811718,2.5,2830,0,10,2830,0,0,1780,959000
6762812307,3,2940,1,9,2220,720,0,2240,870000
6762813030,4,3650,3,9,3330,320,0,3220,799900
6762813076,2.5,3040,2,8,1640,1400,0,2920,795000
6762813229,3,2440,0,8,1480,960,0,1770,780000
6762814087,1.5,1590,2,8,1310,280,0,2080,720000
6762814286,2.5,2740,0,9,2740,0,0,2880,706000
6762814299,1.75,1690,0,8,1690,0,0,2300,705000
6762814477,2.25,3210,0,8,3210,0,0,2820,696500
6762814754,3.5,3420,0,9,3420,0,0,3580,679000
6762814865,2.5,2810,0,7,1740,1070,0,1970,674000
6762815194,3,3040,2,10,3040,0,0,1820,653000
6762815587,2.5,3050,0,8,3050,0,0,2580,635000
6762815588,2.5,2470,0,8,1780,690,0,1940,635000
6762815635,3.25,3500,0,8,2760,740,0,2820,632500
6762816322,2.5,2070,0,9,1590,480,2003,2050,600000
6762816392,1,1150,0,7,1150,0,0,2240,599950
6762816569,2.5,2520,0,10,2520,0,0,2630,590000
6762816570,3.25,1290,2,9,1090,200,0,1710,590000
6762816867,2.75,3220,0,8,3220,0,0,2820,579000
6762817304,2.25,2310,0,8,1780,530,0,2310,561500
6762817767,2,2330,0,7,1580,750,0,1750,549000
6762817817,2,2850,3,8,2340,510,0,2860,545400
6762818675,1.75,1830,0,7,1830,0,0,1830,518000
6762818698,2.25,1640,0,8,1540,100,0,1530,517000
6762819130,1.5,2040,0,7,1280,760,0,1970,500000
6762819494,2.75,1980,0,9,1980,0,0,1950,490000
6762819495,2.5,3480,0,9,1980,1500,0,3480,490000
6762820142,1.5,2180,0,7,1340,840,0,1530,470000
6762821087,2.75,2680,0,7,1340,1340,0,1240,445000
6762821258,1.5,1690,0,7,1230,460,0,1690,440000
6762821379,1.75,1990,0,7,1030,960,0,1560,438000
6762822853,1.75,1800,0,7,1420,380,2008,1620,400000
6762823281,2,1840,0,7,960,880,0,1810,390000
6762823892,2,1450,0,7,1450,0,0,1660,375000
6762823893,1.5,1770,0,7,1770,0,0,1600,375000
6762824274,2,1440,0,7,1440,0,0,1780,365000
6762824382,1.75,1240,0,7,1240,0,2014,1150,361810
6762824392,1.75,2130,3,7,1330,800,0,2380,361000
6762824898,4.5,3500,0,7,3500,0,0,1550,350000
6762825168,1.75,1240,0,7,1240,0,0,2060,345000
6762825267,1,940,0,7,940,0,0,1660,342500
6762825346,0.75,1060,2,6,560,500,0,750,340000
6762825347,1.75,1270,0,7,1270,0,0,1470,340000
6762825471,2.5,2717,0,8,2717,0,0,2550,338500
6762825695,1,1250,0,7,1250,0,0,1350,333000
6762825796,1,1850,0,6,1740,110,0,1520,330000
6762826041,1,1150,0,7,1150,0,0,1510,325000
6762826181,3,2240,0,7,2240,0,2005,1650,323500
6762826280,2.5,1680,0,7,1680,0,0,2160,320000
6762826493,2.25,1540,0,7,1540,0,0,1560,315000
6762826494,1,1160,0,7,1160,0,0,1340,315000
6762826712,2.75,2370,0,7,2370,0,0,1960,310000
6762826920,1,1160,0,7,1160,0,0,1160,305000
6762827126,3,2744,0,7,2744,0,0,2470,300000
6762827206,1,1170,0,6,1170,0,0,1100,299950
6762827267,2.75,3080,2,7,1610,1470,0,2424,299000
6762827268,1,1550,0,7,1250,300,0,2120,299000
6762827885,2.25,2420,0,8,1370,1050,0,2150,282000
6762828049,1,640,0,5,640,0,0,1270,279200
6762828311,2.5,1650,0,7,1650,0,0,1930,273000
6762828419,2.5,1808,0,8,1808,0,0,1450,270000
6762829035,2.25,1740,0,7,1740,0,0,1420,255000
6762829243,1.5,1200,0,7,1200,0,0,1530,250000
6762829717,1.75,1290,0,8,1290,0,0,1410,239800
6762829920,2,1440,0,5,1440,0,0,1500,232000
6762830770,1,960,0,7,960,0,0,1930,201000
6762830845,2.75,1590,0,5,1590,0,0,1310,199950
6762831345,2.5,1660,0,7,1660,0,0,1740,160000
6762810074,4.75,6240,3,11,4610,1630,0,4170,2950000
6762810522,2.25,4250,2,9,2380,1870,0,3460,1530000
6762811400,2.5,4570,0,12,4570,0,0,3860,1040000
6762811550,3.25,4260,0,10,4260,0,0,4020,994000
6762811911,1.75,2440,4,8,1420,1020,0,2500,925000
6762811990,3.5,2940,0,10,2940,0,0,2760,914154
6762812006,2.5,2000,4,9,2000,0,0,2510,910000
6762812173,2.75,3540,0,9,3540,0,0,3540,888990
6762812189,2,2590,0,7,1790,800,0,2440,885000
6762812480,2.5,3260,0,9,3260,0,0,2520,850000
6762812481,2.5,2900,0,9,2900,0,0,2901,850000
6762813878,2.5,3490,0,9,3490,0,0,2850,734000
6762813916,3.5,3760,3,9,2820,940,0,3000,730000
6762814055,3.5,2600,0,8,1820,780,0,2000,722500
6762814088,3.5,4140,0,8,4140,0,0,3330,720000
6762814244,2.75,2940,0,9,2940,0,0,2410,710000
6762814268,1,1680,0,7,1680,0,0,1740,709000
6762815128,1.5,1910,0,7,1610,300,0,2170,657500
6762816039,1,1500,0,7,1500,0,0,1780,614950
6762816055,2.25,1960,0,8,1960,0,0,2800,613000
6762816136,2.5,2630,0,9,2630,0,0,2800,609000
6762816814,1.5,1860,1,7,1860,0,0,1670,580000
6762816815,2.75,1430,0,9,1130,300,0,1930,580000
6762816953,1.75,1720,0,7,860,860,0,1720,575000
6762817177,1.75,1900,0,8,1900,0,0,2220,566000
6762817348,2.5,2840,0,9,2840,0,0,2820,560000
6762817394,3,2730,0,8,1670,1060,0,1150,559950
6762817631,2.25,2160,0,8,1410,750,2000,2180,550000
6762817975,2.5,1720,0,8,1720,0,1999,1890,540000
6762817976,2.5,2860,0,8,2860,0,0,2650,540000
6762818146,1.75,2020,0,7,1370,650,0,1500,535000
6762818402,2.25,1950,2,7,1150,800,0,1780,525126
6762818455,1,880,0,7,880,0,0,1310,525000
6762818456,1.75,1650,0,8,1650,0,0,1700,525000
6762818457,1.5,960,0,7,960,0,1987,1550,525000
6762818458,2.75,1310,0,8,1310,0,0,1350,525000
6762818997,2.25,2350,0,8,2350,0,0,2090,505000
6762819277,2.5,2090,0,8,2090,0,1977,1640,499000
6762819320,2.25,1460,0,8,1050,410,0,1690,497000
6762819975,1.5,1790,3,7,1790,0,0,1970,475000
6762820291,2,1560,0,8,790,770,0,1410,465000
6762820464,2.5,1690,0,7,1690,0,1998,860,460000
6762821891,2.25,1620,0,8,1540,80,0,1620,425000
6762822090,1,1320,0,7,1320,0,0,1480,420000
6762822571,1,1380,0,7,1380,0,0,1160,408000
6762823369,2.5,2640,0,8,2640,0,0,2370,389517
6762823664,2.5,1980,4,10,1580,400,0,2060,380000
6762824149,2.5,2420,0,8,2420,0,0,2370,369946
6762824199,2.5,2420,0,8,2420,0,0,2370,367899
6762824232,1.75,1680,0,8,1680,0,0,2220,366000
6762824233,1,1210,0,6,860,350,0,1210,366000
6762824275,2.5,2140,0,8,2140,0,0,2120,365000
6762824441,2,1960,3,6,980,980,0,2190,360000
6762824745,2.5,2517,0,8,2517,0,0,2390,353900
6762824899,3,2520,0,8,1550,970,0,1700,350000
6762825169,1,1130,0,7,1130,0,0,1220,345000
6762825425,2,1340,0,7,1340,0,0,1420,339950
6762825797,2.25,1790,0,7,1170,620,0,1990,330000
6762826042,2.25,2220,0,8,1780,440,0,2080,325000
6762826713,1,990,0,7,990,0,0,1200,310000
6762826780,1.5,1510,0,7,1510,0,0,1590,309950
6762827197,1.5,1580,0,6,790,790,2008,1130,299980
6762827296,2.25,2300,0,8,1300,1000,0,2350,298950
6762827344,2.5,1410,0,7,960,450,0,1410,295500
6762827513,2.25,1860,0,7,1860,0,0,1530,291000
6762828209,1,1340,0,7,1340,0,0,1620,275000
6762828210,1.75,1960,0,8,1960,0,0,2010,275000
6762828340,1.75,1390,0,7,1030,360,0,1800,272000
6762828509,1,1020,0,7,1020,0,1983,1000,269000
6762829036,2,2560,0,7,1350,1210,0,1790,255000
6762829244,1.75,1350,0,7,1350,0,0,1660,250000
6762829245,2,1590,0,7,1060,530,0,1590,250000
6762829388,1,1470,0,7,1220,250,0,1470,248000
6762829900,2.25,1650,0,7,1650,0,0,1510,233703
6762830090,1,1130,0,6,1130,0,0,1770,227000
6762830380,1,1110,0,7,1110,0,0,1540,217000
6762830439,1,1130,0,7,1130,0,0,1540,215000
6762830440,1.5,1610,0,6,1610,0,0,1060,215000
6762831577,1,800,0,6,800,0,0,1130,109500
6762810022,7.75,9890,4,13,8860,1030,0,4540,6890000
6762811359,2.25,2480,4,9,1330,1150,2003,2500,1050000
6762812522,1.75,2520,0,9,1460,1060,0,1870,849000
6762812695,2.5,3720,0,10,3720,0,0,3720,828500
6762812724,1,1820,0,8,1820,0,0,2050,825000
6762813077,3.25,3520,0,9,3520,0,0,3220,795000
6762813257,2.75,2840,0,9,2840,0,0,2990,779950
6762813818,2.5,2780,0,9,2780,0,0,2750,739000
6762814166,3.5,3260,0,10,3260,0,0,3470,715000
6762814454,2,1820,2,8,1820,0,1987,2160,699000
6762814607,1.5,1760,3,8,1290,470,0,1840,688000
6762814770,2.5,2440,0,8,2440,0,0,2750,677900
6762814992,1,1260,2,7,1260,0,0,2500,665000
6762815272,2.75,2640,0,9,2640,0,0,2640,650000
6762815548,3.5,4083,0,10,4083,0,0,2430,637000
6762815792,3.5,1560,0,8,1240,320,0,1560,625000
6762815793,1.75,1460,0,8,1000,460,0,1440,625000
6762815905,1.75,1680,0,8,1680,0,0,2390,620000
6762816481,2.25,1920,0,7,1300,620,0,1960,595000
6762816571,2,3030,1,7,2100,930,0,1990,590000
6762816816,1.75,2040,0,8,2040,0,0,2260,580000
6762817440,1,1800,0,7,1160,640,0,1240,556000
6762817468,2,1680,0,7,840,840,0,1680,555000
6762817469,2.75,1950,0,8,1950,0,0,910,555000
6762817632,2.75,3080,3,9,3080,0,0,3080,550000
6762817633,2.5,2810,0,9,2810,0,0,2750,550000
6762817748,3,3610,0,8,3610,0,0,3610,549900
6762817977,1.75,2280,0,6,1760,520,0,1850,540000
6762818107,2.25,2070,0,8,1720,350,0,2350,535100
6762818147,1.5,1940,0,7,970,970,0,1250,535000
6762818280,2.25,1260,0,8,1260,0,0,1300,530000
6762818392,3.25,1220,0,8,930,290,0,1303,526000
6762818459,2.5,2450,0,8,2450,0,0,2300,525000
6762818746,1.75,1600,0,8,1600,0,0,2640,515000
6762819369,1.75,2570,0,8,1910,660,0,2200,495000
6762819496,2.25,2090,0,8,2090,0,0,1800,490000
6762819571,2,1510,0,7,910,600,0,1620,489000
6762820177,2.25,1620,0,7,1220,400,0,1600,469950
6762820178,3,3223,0,9,3223,0,0,1979,469950
6762820840,2.5,2180,0,8,2180,0,0,2540,450000
6762821395,2.5,1260,0,8,1260,0,0,1360,437500
6762821427,2.5,1460,0,8,1200,260,0,1280,436000
6762821490,1,720,0,7,720,0,0,1330,435000
6762821491,1,2240,0,7,1120,1120,0,1390,435000
6762821598,2.5,1660,0,7,1660,0,0,2060,432000
6762822155,2.5,2220,0,7,2220,0,0,2220,419950
6762823125,1.75,2060,0,7,1070,990,0,1830,395000
6762823356,2.5,2245,0,8,2245,0,0,2530,389990
6762823407,2.5,2640,0,8,2640,0,0,1840,387990
6762823555,1.75,2100,0,7,1050,1050,0,1730,384000
6762823758,2.5,1580,0,8,1580,0,0,1710,379000
6762823894,1,1130,0,7,1130,0,0,2280,375000
6762824541,1.5,1890,0,7,1890,0,0,1510,359000
6762824569,2.5,1400,0,7,1400,0,0,1440,358000
6762824619,1,920,0,6,920,0,0,1080,356000
6762824900,2.5,2440,0,8,2440,0,0,2530,350000
6762824901,1.75,2010,0,7,2010,0,0,1770,350000
6762824902,2.5,1530,0,7,1530,0,0,1340,350000
6762825348,3,2380,0,8,1500,880,0,2370,340000
6762825596,2.5,1700,0,7,1700,0,0,2190,335000
6762826629,2.5,2910,0,8,2910,0,0,2770,312200
6762826781,1.5,1200,0,7,1200,0,0,1210,309950
6762826921,2.5,1914,0,8,1914,0,0,1714,305000
6762827787,1,920,0,6,920,0,0,1640,285000
6762827788,3,2110,0,7,1670,440,0,2110,285000
6762827955,2.5,1934,0,8,1934,0,0,1919,280000
6762828063,2.5,1540,0,7,1080,460,0,1220,279000
6762829599,2.5,2500,0,8,1830,670,0,2500,241500
6762830154,1,1290,0,7,970,320,0,1300,225000
6762830281,1.5,1830,0,7,1830,0,0,1440,220000
6762830441,1,1150,0,6,1150,0,0,1230,215000
6762830622,2.5,1390,0,7,1390,0,0,1390,208800
6762830919,1,1510,0,6,1510,0,0,1210,195000
6762831067,1,1320,0,6,1320,0,0,1070,185000
6762831329,2,1440,0,5,1440,0,0,1440,162000
6762831595,1,1070,0,6,1070,0,0,1360,95000
6762816009,1.5,1210,0,6,1210,0,0,1570,615000
6762818148,2,1970,0,8,1030,940,0,1650,535000
6762819793,2.5,2410,0,7,2410,0,0,2410,480000
6762826397,1.75,1550,0,7,1030,520,0,1550,318500
6762830920,1.5,1050,0,6,1050,0,0,1100,195000
6762811063,2.25,3270,2,9,2470,800,0,3690,1180000
6762814368,2,1490,0,9,1490,0,0,1490,700000
6762816954,2.5,2760,0,8,1730,1030,2014,1680,575000
6762819131,3.25,2670,0,9,1640,1030,0,1610,500000
6762826621,1,870,0,7,870,0,0,1250,312500
6762810104,3.5,3280,0,11,2880,400,0,2050,2580000
6762810374,4.5,3860,4,11,2940,920,0,3750,1700000
6762810673,2.5,3450,0,9,2180,1270,0,3770,1390000
6762811016,2.25,2160,4,9,2160,0,0,2660,1200000
6762811321,2.75,4510,2,8,3270,1240,2000,2010,1060000
6762811424,2.5,3050,4,8,1650,1400,0,2970,1030000
6762811534,3.25,3620,0,10,2730,890,0,2040,996000
6762811912,1,1630,0,8,1630,0,0,1710,925000
6762812071,2.5,3620,0,10,3620,0,0,2950,900000
6762812158,2.75,2610,0,8,1260,1350,0,1770,890000
6762812308,4,3610,0,10,3610,0,0,3530,870000
6762812338,2.5,2260,0,8,1770,490,0,2630,865000
6762812421,2.75,2270,0,9,2270,0,0,2610,855000
6762812526,3.5,3010,0,10,3010,0,0,2780,848000
6762813026,3.5,3030,0,9,3030,0,0,2910,799950
6762813230,3.25,3000,0,10,2410,590,0,4270,780000
6762813374,3.25,3310,0,9,3310,0,0,2670,770000
6762813964,2,2660,3,8,1940,720,0,2270,727500
6762814167,3,1986,2,8,1746,240,0,1930,715000
6762814199,2.75,2580,2,8,1720,860,0,2240,713000
6762814440,2.25,2380,0,7,1540,840,0,2230,699900
6762814535,2,1780,0,7,980,800,0,1690,691000
6762815273,2,2520,0,8,1790,730,0,1590,650000
